NC_001422.1 Enterobacteria phage phiX174 sensu lato, complete genome
Cloning_vector_pX20,_complete_sequence.
Cloning_vector_pPS2836,_complete_sequence.
Cloning_vector_pEnEOmCherryF3SG,_complete_sequence.
Cloning_vector_pGGM000,_complete_sequence.
Cloning_vector_pGGY003,_complete_sequence.
Cloning_vector_pGGA008,_complete_sequence.
Cloning_vector_pGGC012,_complete_sequence.
Cloning_vector_pGGD007,_complete_sequence.
Cloning_vector_pGGE002,_complete_sequence.
Cloning_vector_pGGF003,_complete_sequence.
Cloning_vector_pEBM136,_complete_sequence.
Cloning_vector_pBAN,_complete_sequence.
Cloning_vector_pSUMO3_ck5,_complete_sequence.
Cloning_vector_pSport2,_complete_sequence.
Cloning_vector_pDO192,_complete_sequence.
Cloning_vector_pRL838,_complete_sequence.
Cloning_vector_pACpET24,_complete_sequence.
Cloning_vector_pLACT7,_complete_sequence.
Cloning_vector_pUCSce,_complete_sequence.
Cloning_vector_pCNS,_complete_sequence.
Cloning_vector_pUCP30T,_complete_sequence.
Cloning_vector_pANT846,_complete_sequence.
Cloning_vector_pDAP2,_complete_sequence.
Cloning_vector_pHUKH4,_complete_sequence.
Cloning_vector_cLHYGpk,_complete_sequence.
Cloning_vector_pAEC-D2,_partial
Cloning_vector_EXP5(+),_complete_sequence.
Cloning_vector_pVCDcDL1,_complete_sequence.
Cloning_vector_pK19MECA2,_complete_sequence.
Cloning_vector_pS18mob2,_complete_sequence.
Cloning_vector_pN15E4,_complete_sequence.
Cloning_vector_pEZY45,_complete_sequence.
Cloning_vector_pE2c,_complete_sequence.
Cloning_vector_pCa4B2G,_complete_sequence.
Cloning_vector_pWSTK6,_complete_sequence.
Cloning_vector_p7Z6,_complete_sequence.
Cloning_vector_pAM1956,_complete_sequence.
Cloning_vector_pPasscode2,_complete_sequence.
Cloning_vector_DR4,_complete_sequence.
Cloning_vector_pCTAG7,_complete_sequence.
Cloning_vector_pPV505,_complete_sequence.
Cloning_vector_pCMVTAG3a,_complete_sequence.
Cloning_vector_pQE30NST,_complete_sequence.
Cloning_vector_pKPPURO_complete_sequence.
Cloning_vector_pNTKV1907,_complete_sequence.
Cloning_vector_pSOS,_complete_sequence.
Cloning_vector_pHSG664,_complete_sequence.
Cloning_vector_pUNI50,_complete_sequence.
Cloning_vector_pUNI60,_complete_sequence.
Cloning_vector_pEGAD,_complete_sequence.
Cloning_vector_pXPG,_complete_sequence.
Cloning_vector_pHIS3NB,_complete_sequence.
Cloning_vector_pDIRECT,_complete_sequence.
Cloning_vector_pKSM711,_complete_sequence.
Cloning_vector_pCM66,_complete_sequence.
Cloning_vector_pUC118,_complete_sequence.
pDR540_cloning_vector,_complete_sequence.
pMSG_cloning_vector,_complete_sequence.
Cloning_vector_pUCP28T,_complete_sequence.
Cloning_vector_pJB3Km1,_complete_sequence.
Cloning_vector_pHISi,_complete_sequence.
Cloning_vector_pJOE810_polylinker_DNA
Cloning_vector_pYanni1,_complete_sequence
Cloning_vector_pYanni2,_complete_sequence
Cloning_vector_pZR80,_complete_sequence.
Cloning_vector_pFabZip1,_complete_sequence.
Cloning_vector_pC18mob2,_complete_sequence.
Cloning_vector_pC19mob2,_complete_sequence.
Cloning_vector_pK18mob2,_complete_sequence.
Cloning_vector_pPmr1,_complete_sequence.
Cloning_vector_pPmr2,_complete_sequence.
Cloning_vector_pRGK336,_complete_sequence.
Cloning_vector_pRGK337,_complete_sequence.
Cloning_vector_pFL122,_complete_sequence.
Cloning_vector_pEX18ApGW,_complete_sequence.
Cloning_vector_pLvCmvLacZ.Gfp,_complete_sequence.
Cloning_vector_pU.CAG.MyocS,_complete_sequence.
Cloning_vector_pN15E6,_complete_sequence.
Cloning_vector_pQTEV2,_complete_sequence.
Cloning_vector_pCPP5249,_complete_sequence.
Cloning_vector_pCPP5243,_complete_sequence.
Cloning_vector_pCC1BAC,_complete_sequence.
Cloning_vector_pE4n,_complete_sequence.
Cloning_vector_pAc1,_complete_sequence.
Cloning_vector_pWSTK2,_complete_sequence.
Cloning_vector_pWSTK3,_complete_sequence.
Cloning_vector_pBGT1,_complete_sequence.
Cloning_vector_pPLV03_v2,_complete_sequence.
Cloning_vector_pNIGEL15,_complete_sequence.
Cloning_vector_pPLV04_v2,_complete_sequence.
Cloning_vector_pPLV08_v2,_complete_sequence.
Cloning_vector_pPLV18_v2,_complete_sequence.
Cloning_vector_pPLV32_v2,_complete_sequence.
Cloning_vector_pXY5,_complete_sequence.
Cloning_vector_pECL275,_complete_sequence.
Cloning_vector_pECA102,_complete_sequence.
Cloning_vector_pFF714,_complete_sequence.
Cloning_vector_pFF761,_complete_sequence.
Cloning_vector_pZJ13,_complete_sequence.
Cloning_vector_pZJ16,_complete_sequence.
Cloning_vector_pBGS18,_complete_sequence.
Cloning_vector_pDART,_complete_sequence.
Cloning_vector_pPL5617_pUG_PuroR,_complete_sequence.
Cloning_vector_pSLS94,_complete_sequence.
Cloning_vector_pRSF1030T,_complete_sequence.
Cloning_vector_pRJK046,_complete_sequence.
Cloning_vector_pPh046,_complete_sequence.
Cloning_vector_pMN10,_complete_sequence.
Cloning_vector_pMQ300,_complete_sequence.
Cloning_vector_pDuExAc6,_complete_sequence.
Cloning_vector_pHN1_lacUV5,_complete_sequence.
Cloning_vector_pTcGFPH,_complete_sequence.
Cloning_vector_pGFPamy,_complete_sequence.
Cloning_vector_pCFPbglS,_complete_sequence.
Cloning_vector_pCPP39,_complete_sequence.
Cloning_vector_pYUBDuet,_complete_sequence.
Cloning_vector_HPdO,_complete_sequence.
Cloning_vector_pPLV01,_complete_sequence.
Cloning_vector_pPLV06,_complete_sequence.
Cloning_vector_pBOB,_complete_sequence.
Cloning_vector_pRR04,_complete_sequence.
Cloning_vector_pRR05,_complete_sequence.
Cloning_vector_pUbiP2,_complete_sequence.
Cloning_vector_pIGWZMCS,_complete_sequence.
Cloning_vector_pAMG258,_complete_sequence.
Cloning_vector_pNG10A,_complete_sequence.
Cloning_vector_pDSK519,_complete_sequence.
Cloning_vector_pPIPRA588,_complete_sequence.
Cloning_vector_pPIPRA590,_complete_sequence.
Cloning_vector_OX4570,_complete_sequence.
Cloning_vector_pRESC800,_complete_sequence.
Cloning_vector_pFM169,_complete_sequence.
Cloning_vector_pBAT,_complete_sequence.
Cloning_vector_pAJ63a,_complete_sequence.
Cloning_vector_pamGFP5',_complete_sequence.
Cloning_vector_pSOL9LHGRP,_complete_sequence.
Cloning_vector_pMSD1,_complete_sequence.
Cloning_vector_pSEVA424,_complete_sequence.
Cloning_vector_pSEVA256,_complete_sequence.
Cloning_vector_LITMUS28i,_complete_sequence.
Cloning_vector_pX21,_complete_sequence.
Cloning_vector_pAV007,_complete_sequence.
Cloning_vector_pFTC2,_complete_sequence.
Cloning_vector_pLG107,_complete_sequence.
Cloning_vector_pEnEOimCherryF3SGThsp,_complete_sequence.
Cloning_vector_pCV27002,_complete_sequence.
Cloning_vector_pKG,_complete_sequence.
Cloning_vector_pYOGM081,_complete_sequence.
Cloning_vector_pBSTG1,_complete_sequence.
Cloning_vector_pSL701,_complete_sequence.
Cloning_vector_pSL720,_complete_sequence.
Cloning_vector_pO6T,_complete_sequence.
Cloning_vector_pPasscode1,_complete_sequence.
Cloning_vector_pKRCPN1,_complete_sequence.
Cloning_vector_pPV576,_complete_sequence.
Cloning_vector_pCY1108,_complete_sequence.
Cloning_vector_pCY1109,_complete_sequence.
Cloning_vector_reBmBac,_complete_sequence.
Cloning_vector_pUK_DNA_sequence.
Cloning_vector_pFUN,_complete_sequence.
Cloning_vector_yGALset351,_complete_sequence.
Cloning_vector_pCMVTAG3c,_complete_sequence.
Cloning_vector_pWEB,_complete_sequence.
Cloning_vector_pNTKV1903,_complete_sequence.
Cloning_vector_pVZ209_complete_sequence.
Cloning_vector_pVZ321_complete_sequence.
Cloning_vector_pLM10,_complete_sequence.
Cloning_vector_pSPZ1(+)_complete_sequence.
Cloning_vector_pDDB57_complete_sequence.
Cloning_vector_pRS4110,_complete_sequence.
Cloning_vector_pTIKL,_complete_sequence.
Cloning_vector_Pk184,_complete_sequence.
Cloning_vector_pDR2,_complete_sequence.
Cloning_vector_pC1300intA,_complete_sequence.
Cloning_vector_pC1300intB,_complete_sequence.
Cloning_vector_pLM99,_complete_sequence.
Cloning_vector_pXZ240,_complete_sequence.
Cloning_vector_pKSM713,_complete_sequence.
Cloning_vector_pSport1,_complete_cds.
Cloning_vector_pDO193,_complete_sequence.
Cloning_vector_pEX100T,_complete_sequence.
Cloning_vector_pX1918GT,_complete_cds.
Cloning_vector_pUCP20T,_complete_sequence.
Cloning_vector_pWS32,_complete_sequence.
Cloning_vector_pK19mob2,_complete_sequence.
Cloning_vector_pT18mob2,_complete_sequence.
Cloning_vector_pKZ22,_complete_sequence.
Cloning_vector_pLZ41,_complete_sequence.
Cloning_vector_pHR50,_complete_sequence.
Cloning_vector_pHR28A10,_complete_sequence.
Cloning_vector_PZPnat1,_complete_sequence.
Cloning_vector_pSW23T,_complete_sequence.
Cloning_vector_pSW24,_complete_sequence.
Cloning_vector_pSW26,_complete_sequence.
Cloning_vector_pSW25,_complete_sequence.
Cloning_vector_pSW25T,_complete_sequence.
Cloning_vector_pSW29,_complete_sequence.
Cloning_vector_pAW31,_complete_sequence.
Cloning_vector_pAW41,_complete_sequence.
Cloning_vector_pCV9,_complete_sequence.
Cloning_vector_pCV12,_complete_sequence.
Cloning_vector_pMQ117,_complete_sequence.
Cloning_vector_pMQ131,_complete_sequence.
Cloning_vector_pGSC02,_complete_sequence.
Cloning_vector_pHC01,_complete_sequence.
Cloning_vector_pHC03,_complete_sequence.
Cloning_vector_pHC08,_complete_sequence.
Cloning_vector_pHC10,_complete_sequence.
Cloning_vector_pHC41,_complete_sequence.
Cloning_vector_pMU125,_complete_sequence.
Cloning_vector_pOpt_Clover_Paro,_complete_sequence.
Cloning_vector_pOpt_mRuby2_Paro,_complete_sequence.
Cloning_vector_pOpt_Clover_Hyg,_complete_sequence.
Cloning_vector_pASRR,_complete_sequence.
Cloning_vector_pCK904,_complete_sequence.
Cloning_vector_pECT3,_complete_sequence.
Cloning_vector_pDONRpEX18Gm,_complete_sequence.
Cloning_vector_pFF838,_complete_sequence.
Cloning_vector_pZJ15,_complete_sequence.
Cloning_vector_pYC12,_complete_sequence.
Cloning_vector_pYC16,_complete_sequence.
Cloning_vector_pYC64,_complete_sequence.
Cloning_vector_pJF752,_complete_sequence.
Cloning_vector_pSLS51,_complete_sequence.
Cloning_vector_pPt0521S_URA,_complete_sequence.
Cloning_vector_pT2SC,_complete_sequence.
Cloning_vector_PBAD1030A,_complete_sequence.
Cloning_vector_pRSF1030Tp,_complete_sequence.
Cloning_vector_pHB1S,_partial_sequence.
Cloning_vector_pSFS2AS,_partial_sequence.
Cloning_vector_pRJK034,_complete_sequence.
Cloning_vector_pBG37,_complete_sequence.
Cloning_vector_pBG42,_complete_sequence.
Cloning_vector_pmusmtMCS,_complete_sequence.
Cloning_vector_pAE1,_complete_sequence.
Cloning_vector_pKaKa1,_complete_sequence.
Cloning_vector_pTcYFPN,_complete_sequence.
Cloning_vector_pTcMYCN,_complete_sequence.
Cloning_vector_pSK485,_complete_sequence.
Cloning_vector_EN.Cherry,_complete_sequence.
Cloning_vector_pSOL8DC3,_complete_sequence.
Cloning_vector_pMAB143,_complete_sequence.
Cloning_vector_pTH1522,_complete_sequence.
Cloning_vector_pPLV02,_complete_sequence.
Cloning_vector_pPLV13,_complete_sequence.
Cloning_vector_pPLV21,_complete_sequence.
Cloning_vector_pRR03,_complete_sequence.
Cloning_vector_pRR02,_complete_sequence.
Cloning_vector_pMCI002,_complete_sequence.
Cloning_vector_pJKPN,_complete_sequence.
Cloning_vector_pCV40,_complete_sequence.
Cloning_vector_pBB189,_complete_sequence.
Cloning_vector_pKfloxANTSAsc,_complete_sequence.
Cloning_vector_pSEVA631,_complete_sequence.
Cloning_vector_pSEVA132,_complete_sequence.
Cloning_vector_pSEVA432,_complete_sequence.
Cloning_vector_pSEVA442,_complete_sequence.
Cloning_vector_pSEVA533,_complete_sequence.
Cloning_vector_pSEVA643,_complete_sequence.
Cloning_vector_pSEVA212S,_complete_sequence.
Cloning_vector_pSEVA612S,_complete_sequence.
Cloning_vector_pSEVA114,_complete_sequence.
Cloning_vector_pSEVA614,_complete_sequence.
Cloning_vector_pSEVA245,_complete_sequence.
Cloning_vector_pSEVA227D,_complete_sequence.
Cloning_vector_pSEVA247R,_complete_sequence.
Cloning_vector_pIREA,_complete_sequence.
Cloning_vector_pBCSJC001,_complete_sequence.
Cloning_vector_pBCSMH032,_complete_sequence.
Cloning_vector_pDCAF2,_complete_sequence.
Cloning_vector_pMC213,_complete_sequence.
Cloning_vector_pMC223,_complete_sequence.
Cloning_vector_pDM4,_complete_sequence.
Cloning_vector_pSEVA224,_complete_sequence.
Cloning_vector_pEBM123,_complete_sequence.
Cloning_vector_pMESy4,_complete_sequence.
Cloning_vector_pattBCCsHygoriT,_complete_sequence.
Cloning_vector_pPolyREP,_complete_sequence.
Cloning_vector_pPolyREPII,_complete_sequence.
Cloning_vector_pGGB000,_complete_sequence.
Cloning_vector_pGGB002,_complete_sequence.
Cloning_vector_pGGB003,_complete_sequence.
Cloning_vector_pGGC051,_complete_sequence.
Cloning_vector_pGGD002,_complete_sequence.
Cloning_vector_pGGD003,_complete_sequence.
Cloning_vector_pGGD006,_complete_sequence.
Cloning_vector_pGGD008,_complete_sequence.
Cloning_vector_pGGE009,_complete_sequence.
Cloning_vector_pBOMB4,_complete_sequence.
Cloning_vector_pTn7xG,_complete_sequence.
Cloning_vector_pTn7xK,_complete_sequence.
Cloning_vector_L1R1_neo,_complete_sequence.
Cloning_vector_pBM5155,_complete_sequence.
Cloning_vector_pKHR5,_complete_sequence.
Cloning_vector_pIJ12739,_complete_sequence.
Cloning_vector_mKate_integration,_complete_sequence.
Cloning_vector_M13tsp3_DNA_sequence.
Cloning_vector_pKIL198,_complete_sequence.
Cloning_vector_pCD341,_complete_sequence.
Cloning_vector_pCMVTAG2a,_complete_sequence.
Cloning_vector_pCMVTAG3b,_complete_sequence.
Cloning_vector_pCMVTAG5c,_complete_sequence.
Cloning_vector_pLXRN,_complete_sequence.
Cloning_vector_pWDYcos1.0.1,_complete_sequence.
Cloning_vector_YEP46_complete_sequence.
Cloning_vector_pUNI55,_complete_sequence.
Synthetic_cloning_vector_pRMe2ss_DNA.
Cloning_vector_HKBS1,_complete_sequence.
Cloning_vector_pUC6S,_complete_sequence.
Cloning_Vector_pACT,_complete_sequence.
Cloning_vector_pLITTLE,_complete_sequence.
Cloning_vector_pRAJ275,_complete_sequence.
Cloning_vector_pUG7,_complete_sequence.
Cloning_vector_pRK437,_complete_sequence.
Cloning_vector_pT19mob2,_complete_sequence.
Cloning_vector_pKZ20,_complete_sequence.
Cloning_vector_pAM2600,_complete_sequence.
Cloning_vector_pT3,_complete_sequence.
Cloning_vector_pPmr3,_complete_sequence.
Cloning_vector_pPGA89,_complete_sequence.
Cloning_vector_pSM47,_complete_sequence.
Cloning_vector_pMCG161,_complete_sequence.
Cloning_vector_pSRalphaneo,_complete_sequence.
Cloning_vector_pSRalphapuroG,_complete_sequence.
Cloning_vector_pSRalphaneoR,_complete_sequence.
Cloning_vector_pIPKTA38,_complete_sequence.
Cloning_vector_pJET1.2,_complete_sequence.
Cloning_vector_pAmin82,_complete_sequence.
Cloning_vector_pAmin79,_complete_sequence.
Cloning_vector_pVEX2172,_complete_sequence.
Cloning_vector_pMBL,_complete_sequence.
Cloning_vector_pSCR001,_complete_sequence.
Cloning_vector_pCE70,_complete_sequence.
Cloning_vector_pFC8K,_complete_sequence.
Cloning_vector_pWW115,_complete_sequence.
Cloning_vector_pVLG6,_complete_sequence.
Cloning_vector_pPLV03,_complete_sequence.
Cloning_vector_pPLV14,_complete_sequence.
Cloning_vector_pPLV27,_complete_sequence.
Cloning_vector_pPLV28,_complete_sequence.
Cloning_vector_pRR22,_complete_sequence.
Cloning_vector_pAM4413,_partial_sequence.
Cloning_vector_pRRS,_complete_sequence.
Cloning_vector_pMAT4,_complete_sequence.
Cloning_vector_pHyVec13,_complete_sequence.
Cloning_vector_pPIPRA589,_complete_sequence.
Cloning_vector_OX4389,_complete_sequence.
Cloning_vector_pLMB509,_complete_sequence.
Cloning_vector_pSEVA131,_complete_sequence.
Cloning_vector_pSEVA241,_complete_sequence.
Cloning_vector_pSEVA421,_complete_sequence.
Cloning_vector_pSEVA532,_complete_sequence.
Cloning_vector_pSEVA412S,_complete_sequence.
Cloning_vector_pSEVA128,_complete_sequence.
Cloning_vector_pDREB,_complete_sequence.
Cloning_vector_pSEVA234,_complete_sequence.
Cloning_vector_pSEVA225T,_complete_sequence.
Cloning_vector_pEBM121,_complete_sequence.
Cloning_vector_pattB,_complete_sequence.
Cloning_vector_pLNMCL,_complete_sequence.
Cloning_vector_pLUMCL,_complete_sequence.
Cloning_vector_pGRB2.1,_complete_sequence.
Cloning_vector_pattPGGsaacoriT,_complete_sequence.
Cloning_vector_pPS3081,_complete_sequence.
Cloning_vector_pTn7oluxG0,_complete_sequence.
Cloning_vector_pEnEOi9mycThsp,_complete_sequence.
Cloning_vector_pEnEOiLUCThsp,_complete_sequence.
Cloning_vector_pGGF001,_complete_sequence.
Cloning_vector_pGGG002,_complete_sequence.
Cloning_vector_pBlueTAL,_complete_sequence.
Cloning_vector_pEP1042,_complete_sequence.
Cloning_vector_pSL718,_complete_sequence.
Cloning_vector_pNB20,_complete_sequence.
Cloning_vector_pNB92,_complete_sequence.
Cloning_vector_pPasscode3,_complete_sequence.
Cloning_vector_pKHR7,_complete_sequence.
Cloning_vector_pIJ12742,_complete_sequence.
Cloning_vector_pMJ016c,_complete_sequence.
Cloning_vector_pUC19c,_complete_sequence.
Cloning_vector_pJAH01,_complete_sequence.
Cloning_vector_pCL,_complete_sequence.
Cloning_vector_pJF5,_complete_sequence.
Cloning_vector_pJB3Tc20,_complete_sequence.
Cloning_vector_pJB321,_complete_sequence.
Cloning_vector_pUC57,_complete_sequence
Cloning_vector_pQLinkGD,_complete_sequence.
Cloning_vector_p119L1e,_complete_sequence.
Cloning_vector_pELI3.1,_complete_sequence.
Cloning_vector_pSAT4.35S.RNAi,_complete_sequence.
Cloning_vector_pAW5,_complete_sequence.
Cloning_vector_pBC542,_complete_sequence.
Cloning_vector_pCa4B,_complete_sequence.
Cloning_vector_pSB4234,_complete_sequence.
Cloning_vector_pFlagTEM1,_complete_sequence.
Cloning_vector_pStartK,_complete_sequence.
Cloning_vector_pAW8_GST,_complete_sequence.
Cloning_vector_pAW8_mCherry,_complete_sequence.
Cloning_vector_pHC95,_complete_sequence.
Cloning_vector_pDOW01,_complete_sequence.
Cloning_vector_pOpt_gLuc_Hyg,_complete_sequence.
Cloning_vector_pNIGEL11,_complete_sequence.
Cloning_vector_pPLV07_v2,_complete_sequence.
Cloning_vector_pCK901,_complete_sequence.
Cloning_vector_pECM1,_complete_sequence.
Cloning_vector_GloSponge,_complete_sequence.
Cloning_vector_pEX19Gm,_complete_sequence.
Cloning_vector_pEXG2,_complete_sequence.
Cloning_vector_pFF746,_complete_sequence.
Cloning_vector_pFF706,_complete_sequence.
Cloning_vector_BASIC_4_Cm,_complete_sequence.
Cloning_vector_pYC44,_complete_sequence.
Cloning_vector_pYC56,_complete_sequence.
Cloning_vector_pYC119,_complete_sequence.
Cloning_vector_pCORE6,_complete_sequence.
Cloning_vector_pJF802,_complete_sequence.
Cloning_vector_pJF803,_complete_sequence.
Cloning_vector_pJLO19,_complete_sequence.
Cloning_vector_pUC19sy,_complete_sequence.
Cloning_vector_pME10,_complete_sequence.
Cloning_vector_pMycoPuro,_complete_sequence.
Cloning_vector_pTARa,_complete_sequence.
Cloning_vector_pLS975,_complete_sequence.
Cloning_vector_pAM3G,_complete_sequence.
Cloning_vector_pKaKa2,_complete_sequence.
Cloning_vector_pdsRNA,_complete_sequence.
Cloning_vector_pSIM1,_complete_sequence.
Cloning_vector_pBAV1KT5gfp,_complete_genome.
Cloning_vector_pAmin80,_complete_sequence.
Cloning_vector_pMQ351,_complete_sequence.
Cloning_vector_pSOL8DCL2,_complete_sequence.
Cloning_vector_pABC,_complete_sequence.
Cloning_vector_pABC1,_complete_sequence.
Cloning_vector_pLV.MCS.WHVPRE,_complete_sequence.
Cloning_vector_pRLYE8,_complete_sequence.
Cloning_vector_pRLYE9,_complete_sequence.
Cloning_vector_pRLSAYE9,_complete_sequence.
Cloning_vector_pRLBC2,_complete_sequence.
Cloning_vector_pRLBCR9,_complete_sequence.
Cloning_vector_pRLBE3,_complete_sequence.
Cloning_vector_pSEVA321,_complete_sequence.
Cloning_vector_pSEVA541,_complete_sequence.
Cloning_vector_pSEVA342,_complete_sequence.
Cloning_vector_pSEVA312S,_complete_sequence.
Cloning_vector_pSEVA247Y,_complete_sequence.
Cloning_vector_pSEVA227C,_complete_sequence.
Cloning_vector_pSEVA247D,_complete_sequence.
Cloning_vector_pDEST413TEFt7,_complete_sequence.
Cloning_vector_pDREA,_complete_sequence.
Cloning_vector_pMU2051,_complete_sequence.
Cloning_vector_pMC212,_complete_sequence.
Cloning_vector_pMSD2,_complete_sequence.
Cloning_vector_pNTA,_complete_genome.
Cloning_vector_pLW18,_complete_sequence.
Cloning_vector_pTn5.7luxT5,_complete_sequence.
Cloning_vector_pTn7xluxG0,_complete_sequence.
Cloning_vector_pUDC082,_complete_sequence.
Cloning_vector_pGGC000,_complete_sequence.
Cloning_vector_pGGI000,_complete_sequence.
Cloning_vector_pGGZ003,_complete_sequence.
Cloning_vector_pGGA003,_complete_sequence.
Cloning_vector_pGGA006,_complete_sequence.
Cloning_vector_pGGB001,_complete_sequence.
Cloning_vector_pGGB005,_complete_sequence.
Cloning_vector_pGGC001,_complete_sequence.
Cloning_vector_pGGC015,_complete_sequence.
Cloning_vector_pEP1013,_complete_sequence.
Cloning_vector_pEP1087,_complete_sequence.
Cloning_vector_pGCD19,_complete_sequence.
Cloning_vector_pBRcatTEM1,_complete_sequence.
Cloning_vector_pMB1.3iYRS,_complete_sequence.
Cloning_vector_pKIL199,_complete_sequence.
Cloning_vector_pCMVTAG2c,_complete_sequence.
Cloning_vector_pUNI65,_complete_sequence.
Cloning_vector_pPK124_complete_sequence.
Cloning_vector_pTrc99A,_complete_sequence.
Cloning_vector_pSGHV0,_complete_sequence.
Cloning_vector_pUC19,_complete_sequence.
Cloning_vector_pSV2neo,_complete_sequence.
Cloning_vector_pDO6,_complete_sequence.
Cloning_vector_pUC21deltaBB,_complete_sequence.
Cloning_vector_pUK21deltaBB,_complete_sequence.
Cloning_vector_pPUR,_complete_sequence.
Cloning_vector_pAM434,_complete_sequence.
Cloning_vector_pTriplEx,_complete_sequence.
Cloning_vector_pBACe3.6,_complete_sequence.
Cloning_vector_pG5CAT,_complete_sequence.
Artificial_cloning_vector_plasmid_BD64
Cloning_vector_pYanni5,_complete_sequence
Cloning_vector_pOri1,_complete_sequence.
Cloning_vector_pCW1,_complete_sequence.
Cloning_vector_pGATA,_complete_sequence.
Cloning_vector_pQLinkHD,_complete_sequence.
Cloning_vector_pRS327,_complete_sequence.
Cloning_vector_pRK442,_complete_sequence.
Cloning_vector_pS19mob2,_complete_sequence.
Cloning_vector_piggyBac_RB,_complete_sequence.
Cloning_vector_pPRCG,_complete_sequence.
Cloning_vector_pSRalphapuro,_complete_sequence.
Cloning_vector_pSW27,_complete_sequence.
Cloning_vector_pSW29T,_complete_sequence.
Cloning_vector_pHB576,_complete_sequence.
